"valor","unidade_da_federacao","ano","cor_ou_raca","religiao"
55,"Rio Grande do Norte","2000","Parda","Evangélica de Missão"
3404,"Rio Grande do Norte","2000","Parda","Evangélica de Missão"
865,"Rio Grande do Norte","2000","Parda","Evangélica de Missão"
12606,"Rio Grande do Norte","2000","Parda","Evangélica de Missão"
185,"Rio Grande do Norte","2000","Parda","Evangélica de Missão"
4381,"Rio Grande do Norte","2000","Parda","Evangélica de Missão"
96978,"Rio Grande do Norte","2000","Parda","Evangélica de origem pentecostal"
70584,"Rio Grande do Norte","2000","Parda","Evangélica de origem pentecostal"
1915,"Rio Grande do Norte","2000","Parda","Evangélica de origem pentecostal"
275,"Rio Grande do Norte","2000","Parda","Evangélica de origem pentecostal"
820,"Rio Grande do Norte","2000","Parda","Evangélica de origem pentecostal"
11461,"Rio Grande do Norte","2000","Parda","Evangélica de origem pentecostal"
564,"Rio Grande do Norte","2000","Parda","Evangélica de origem pentecostal"
2909,"Rio Grande do Norte","2000","Parda","Evangélica de origem pentecostal"
265,"Rio Grande do Norte","2000","Parda","Evangélica de origem pentecostal"
31,"Rio Grande do Norte","2000","Parda","Outras Religiões"
8155,"Rio Grande do Norte","2000","Parda","Evangélica de origem pentecostal"
4799,"Rio Grande do Norte","2000","Parda","Outras cristãs"
2421,"Rio Grande do Norte","2000","Parda","Outras cristãs"
2377,"Rio Grande do Norte","2000","Parda","Evangélica de origem pentecostal"
1127,"Rio Grande do Norte","2000","Parda","Outras cristãs"
308,"Rio Grande do Norte","2000","Parda","Outras cristãs"
308,"Rio Grande do Norte","2000","Parda","Outras cristãs"
1281,"Rio Grande do Norte","2000","Parda","Outras cristãs"
3703,"Rio Grande do Norte","2000","Parda","Outras cristãs"
4868,"Rio Grande do Norte","2000","Parda","Outras Religiões"
526,"Rio Grande do Norte","2000","Parda","Outras Religiões"
334,"Rio Grande do Norte","2000","Parda","Outras Religiões"
19,"Rio Grande do Norte","2000","Parda","Outras Religiões"
240,"Rio Grande do Norte","2000","Parda","Outras Religiões"
402,"Rio Grande do Norte","2000","Parda","Outras Religiões"
315,"Rio Grande do Norte","2000","Parda","Outras Religiões"
88,"Rio Grande do Norte","2000","Parda","Outras Religiões"
40,"Rio Grande do Norte","2000","Parda","Outras Religiões"
156,"Rio Grande do Norte","2000","Parda","Outras Religiões"
8,"Rio Grande do Norte","2000","Parda","Outras Religiões"
94173,"Rio Grande do Norte","2000","Parda","Sem religião"
1556,"Rio Grande do Norte","2000","Parda","Outras Religiões"
2348,"Rio Grande do Norte","2000","Parda","Outras Religiões"
2158,"Rio Grande do Norte","2000","Indígena","Católica"
512,"Rio Grande do Norte","2000","Indígena","Outras Religiões"
52,"Rio Grande do Norte","2000","Indígena","Evangélica de Missão"
12,"Rio Grande do Norte","2000","Indígena","Evangélica de Missão"
36,"Rio Grande do Norte","2000","Indígena","Evangélica de Missão"
4,"Rio Grande do Norte","2000","Indígena","Evangélica de Missão"
389,"Rio Grande do Norte","2000","Indígena","Evangélica de origem pentecostal"
232,"Rio Grande do Norte","2000","Indígena","Evangélica de origem pentecostal"
22,"Rio Grande do Norte","2000","Indígena","Evangélica de origem pentecostal"
23,"Rio Grande do Norte","2000","Indígena","Evangélica de origem pentecostal"
11,"Rio Grande do Norte","2000","Indígena","Evangélica de origem pentecostal"
102,"Rio Grande do Norte","2000","Indígena","Evangélica de origem pentecostal"
58,"Rio Grande do Norte","2000","Indígena","Outras cristãs"
14,"Rio Grande do Norte","2000","Indígena","Outras cristãs"
44,"Rio Grande do Norte","2000","Indígena","Evangélica de origem pentecostal"
12,"Rio Grande do Norte","2000","Indígena","Outras cristãs"
14,"Rio Grande do Norte","2000","Indígena","Outras cristãs"
39,"Rio Grande do Norte","2000","Indígena","Outras Religiões"
22,"Rio Grande do Norte","2000","Indígena","Outras Religiões"
416,"Rio Grande do Norte","2000","Indígena","Sem religião"
6,"Rio Grande do Norte","2000","Indígena","Outras Religiões"
15619,"Rio Grande do Norte","2000","Sem declaração","Católica"
50,"Rio Grande do Norte","2000","Sem declaração","Católica"
1546,"Rio Grande do Norte","2000","Sem declaração","Outras Religiões"
182,"Rio Grande do Norte","2000","Sem declaração","Evangélica de Missão"
51,"Rio Grande do Norte","2000","Sem declaração","Evangélica de Missão"
94,"Rio Grande do Norte","2000","Sem declaração","Evangélica de Missão"
36,"Rio Grande do Norte","2000","Sem declaração","Evangélica de Missão"
1336,"Rio Grande do Norte","2000","Sem declaração","Evangélica de origem pentecostal"
1027,"Rio Grande do Norte","2000","Sem declaração","Evangélica de origem pentecostal"
14,"Rio Grande do Norte","2000","Sem declaração","Evangélica de origem pentecostal"
11,"Rio Grande do Norte","2000","Sem declaração","Evangélica de origem pentecostal"
12,"Rio Grande do Norte","2000","Sem declaração","Evangélica de origem pentecostal"
207,"Rio Grande do Norte","2000","Sem declaração","Evangélica de origem pentecostal"
10,"Rio Grande do Norte","2000","Sem declaração","Evangélica de origem pentecostal"
54,"Rio Grande do Norte","2000","Sem declaração","Evangélica de origem pentecostal"
20,"Rio Grande do Norte","2000","Sem declaração","Outras cristãs"
20,"Rio Grande do Norte","2000","Sem declaração","Outras cristãs"
8,"Rio Grande do Norte","2000","Sem declaração","Outras cristãs"
9,"Rio Grande do Norte","2000","Sem declaração","Outras cristãs"
9,"Rio Grande do Norte","2000","Sem declaração","Outras cristãs"
8,"Rio Grande do Norte","2000","Sem declaração","Outras cristãs"
36,"Rio Grande do Norte","2000","Sem declaração","Outras cristãs"
30,"Rio Grande do Norte","2000","Sem declaração","Outras Religiões"
5,"Rio Grande do Norte","2000","Sem declaração","Outras Religiões"
7,"Rio Grande do Norte","2000","Sem declaração","Outras Religiões"
1008,"Rio Grande do Norte","2000","Sem declaração","Sem religião"
4,"Rio Grande do Norte","2000","Sem declaração","Outras Religiões"
840,"Rio Grande do Norte","2000","Sem declaração","Outras Religiões"
1248217,"Paraíba","2000","Branca","Católica"
707,"Paraíba","2000","Branca","Católica"
44,"Paraíba","2000","Branca","Católica"
136542,"Paraíba","2000","Branca","Outras Religiões"
47491,"Paraíba","2000","Branca","Evangélica de Missão"
155,"Paraíba","2000","Branca","Evangélica de Missão"
7427,"Paraíba","2000","Branca","Evangélica de Missão"
528,"Paraíba","2000","Branca","Evangélica de Missão"
22902,"Paraíba","2000","Branca","Evangélica de Missão"
11519,"Paraíba","2000","Branca","Evangélica de Missão"
4576,"Paraíba","2000","Branca","Evangélica de Missão"
384,"Paraíba","2000","Branca","Outras Religiões"
77504,"Paraíba","2000","Branca","Evangélica de origem pentecostal"
47910,"Paraíba","2000","Branca","Evangélica de origem pentecostal"
4145,"Paraíba","2000","Branca","Evangélica de origem pentecostal"
346,"Paraíba","2000","Branca","Evangélica de origem pentecostal"
371,"Paraíba","2000","Branca","Evangélica de origem pentecostal"
13981,"Paraíba","2000","Branca","Evangélica de origem pentecostal"
548,"Paraíba","2000","Branca","Evangélica de origem pentecostal"
1358,"Paraíba","2000","Branca","Evangélica de origem pentecostal"
1528,"Paraíba","2000","Branca","Evangélica de origem pentecostal"
902,"Paraíba","2000","Branca","Outras Religiões"
6416,"Paraíba","2000","Branca","Evangélica de origem pentecostal"
4819,"Paraíba","2000","Branca","Outras cristãs"
2608,"Paraíba","2000","Branca","Outras cristãs"
2211,"Paraíba","2000","Branca","Evangélica de origem pentecostal"
6728,"Paraíba","2000","Branca","Outras cristãs"
297,"Paraíba","2000","Branca","Outras cristãs"
288,"Paraíba","2000","Branca","Outras cristãs"
10,"Paraíba","2000","Branca","Outras Religiões"
1953,"Paraíba","2000","Branca","Outras cristãs"
4639,"Paraíba","2000","Branca","Outras cristãs"
23,"Paraíba","2000","Branca","Outras Religiões"
7617,"Paraíba","2000","Branca","Outras Religiões"
370,"Paraíba","2000","Branca","Outras Religiões"
108,"Paraíba","2000","Branca","Outras Religiões"
37,"Paraíba","2000","Branca","Outras Religiões"
5,"Paraíba","2000","Branca","Outras Religiões"
93,"Paraíba","2000","Branca","Outras Religiões"
198,"Paraíba","2000","Branca","Outras Religiões"
143,"Paraíba","2000","Branca","Outras Religiões"
55,"Paraíba","2000","Branca","Outras Religiões"
20,"Paraíba","2000","Branca","Outras Religiões"
30,"Paraíba","2000","Branca","Outras Religiões"
299,"Paraíba","2000","Branca","Outras Religiões"
23,"Paraíba","2000","Branca","Outras Religiões"
63479,"Paraíba","2000","Branca","Sem religião"
1386,"Paraíba","2000","Branca","Outras Religiões"
1172,"Paraíba","2000","Branca","Outras Religiões"
113244,"Paraíba","2000","Preta","Católica"
69,"Paraíba","2000","Preta","Católica"
11074,"Paraíba","2000","Preta","Outras Religiões"
2708,"Paraíba","2000","Preta","Evangélica de Missão"
325,"Paraíba","2000","Preta","Evangélica de Missão"
99,"Paraíba","2000","Preta","Evangélica de Missão"
1435,"Paraíba","2000","Preta","Evangélica de Missão"
505,"Paraíba","2000","Preta","Evangélica de Missão"
331,"Paraíba","2000","Preta","Evangélica de Missão"
14,"Paraíba","2000","Preta","Outras Religiões"
7357,"Paraíba","2000","Preta","Evangélica de origem pentecostal"
4798,"Paraíba","2000","Preta","Evangélica de origem pentecostal"
182,"Paraíba","2000","Preta","Evangélica de origem pentecostal"
60,"Paraíba","2000","Preta","Evangélica de origem pentecostal"
56,"Paraíba","2000","Preta","Evangélica de origem pentecostal"
1555,"Paraíba","2000","Preta","Evangélica de origem pentecostal"
28,"Paraíba","2000","Preta","Evangélica de origem pentecostal"
139,"Paraíba","2000","Preta","Evangélica de origem pentecostal"
36,"Paraíba","2000","Preta","Evangélica de origem pentecostal"
503,"Paraíba","2000","Preta","Evangélica de origem pentecostal"
376,"Paraíba","2000","Preta","Outras cristãs"
146,"Paraíba","2000","Preta","Outras cristãs"
230,"Paraíba","2000","Preta","Evangélica de origem pentecostal"
633,"Paraíba","2000","Preta","Outras cristãs"
14,"Paraíba","2000","Preta","Outras cristãs"
14,"Paraíba","2000","Preta","Outras cristãs"
83,"Paraíba","2000","Preta","Outras cristãs"
347,"Paraíba","2000","Preta","Outras cristãs"
291,"Paraíba","2000","Preta","Outras Religiões"
177,"Paraíba","2000","Preta","Outras Religiões"
21,"Paraíba","2000","Preta","Outras Religiões"
10,"Paraíba","2000","Preta","Outras Religiões"
10926,"Paraíba","2000","Preta","Sem religião"
125,"Paraíba","2000","Preta","Outras Religiões"
196,"Paraíba","2000","Preta","Outras Religiões"
1745,"Paraíba","2000","Amarela","Católica"
406,"Paraíba","2000","Amarela","Outras Religiões"
95,"Paraíba","2000","Amarela","Evangélica de Missão"
21,"Paraíba","2000","Amarela","Evangélica de Missão"
39,"Paraíba","2000","Amarela","Evangélica de Missão"
35,"Paraíba","2000","Amarela","Evangélica de Missão"
237,"Paraíba","2000","Amarela","Evangélica de origem pentecostal"
112,"Paraíba","2000","Amarela","Evangélica de origem pentecostal"
13,"Paraíba","2000","Amarela","Evangélica de origem pentecostal"
3,"Paraíba","2000","Amarela","Evangélica de origem pentecostal"
54,"Paraíba","2000","Amarela","Evangélica de origem pentecostal"
47,"Paraíba","2000","Amarela","Evangélica de origem pentecostal"
9,"Paraíba","2000","Amarela","Evangélica de origem pentecostal"
51,"Paraíba","2000","Amarela","Outras cristãs"
51,"Paraíba","2000","Amarela","Outras cristãs"
23,"Paraíba","2000","Amarela","Outras cristãs"
11,"Paraíba","2000","Amarela","Outras cristãs"
236,"Paraíba","2000","Amarela","Sem religião"
20,"Paraíba","2000","Amarela","Outras Religiões"
21,"Paraíba","2000","Amarela","Outras Religiões"
1531222,"Paraíba","2000","Parda","Católica"
893,"Paraíba","2000","Parda","Católica"
10,"Paraíba","2000","Parda","Católica"
151682,"Paraíba","2000","Parda","Outras Religiões"
40099,"Paraíba","2000","Parda","Evangélica de Missão"
17,"Paraíba","2000","Parda","Evangélica de Missão"
4819,"Paraíba","2000","Parda","Evangélica de Missão"
671,"Paraíba","2000","Parda","Evangélica de Missão"
21227,"Paraíba","2000","Parda","Evangélica de Missão"
8979,"Paraíba","2000","Parda","Evangélica de Missão"
4101,"Paraíba","2000","Parda","Evangélica de Missão"
284,"Paraíba","2000","Parda","Outras Religiões"
100191,"Paraíba","2000","Parda","Evangélica de origem pentecostal"
64283,"Paraíba","2000","Parda","Evangélica de origem pentecostal"
4362,"Paraíba","2000","Parda","Evangélica de origem pentecostal"
405,"Paraíba","2000","Parda","Evangélica de origem pentecostal"
395,"Paraíba","2000","Parda","Evangélica de origem pentecostal"
18925,"Paraíba","2000","Parda","Evangélica de origem pentecostal"
384,"Paraíba","2000","Parda","Evangélica de origem pentecostal"
2645,"Paraíba","2000","Parda","Evangélica de origem pentecostal"
1413,"Paraíba","2000","Parda","Evangélica de origem pentecostal"
364,"Paraíba","2000","Parda","Outras Religiões"
7015,"Paraíba","2000","Parda","Evangélica de origem pentecostal"
4041,"Paraíba","2000","Parda","Outras cristãs"
2242,"Paraíba","2000","Parda","Outras cristãs"
1799,"Paraíba","2000","Parda","Evangélica de origem pentecostal"
7351,"Paraíba","2000","Parda","Outras cristãs"
278,"Paraíba","2000","Parda","Outras cristãs"
278,"Paraíba","2000","Parda","Outras cristãs"
1800,"Paraíba","2000","Parda","Outras cristãs"
5396,"Paraíba","2000","Parda","Outras cristãs"
33,"Paraíba","2000","Parda","Outras Religiões"
4427,"Paraíba","2000","Parda","Outras Religiões"
691,"Paraíba","2000","Parda","Outras Religiões"
281,"Paraíba","2000","Parda","Outras Religiões"
39,"Paraíba","2000","Parda","Outras Religiões"
63,"Paraíba","2000","Parda","Outras Religiões"
123,"Paraíba","2000","Parda","Outras Religiões"
109,"Paraíba","2000","Parda","Outras Religiões"
77,"Paraíba","2000","Parda","Outras Religiões"
32,"Paraíba","2000","Parda","Outras Religiões"
12,"Paraíba","2000","Parda","Outras Religiões"
142,"Paraíba","2000","Parda","Outras Religiões"
29,"Paraíba","2000","Parda","Outras Religiões"
99871,"Paraíba","2000","Parda","Sem religião"
1683,"Paraíba","2000","Parda","Outras Religiões"
2378,"Paraíba","2000","Parda","Outras Religiões"
7705,"Paraíba","2000","Indígena","Católica"
985,"Paraíba","2000","Indígena","Outras Religiões"
335,"Paraíba","2000","Indígena","Evangélica de Missão"
54,"Paraíba","2000","Indígena","Evangélica de Missão"
220,"Paraíba","2000","Indígena","Evangélica de Missão"
42,"Paraíba","2000","Indígena","Evangélica de Missão"
20,"Paraíba","2000","Indígena","Evangélica de Missão"
586,"Paraíba","2000","Indígena","Evangélica de origem pentecostal"
332,"Paraíba","2000","Indígena","Evangélica de origem pentecostal"
71,"Paraíba","2000","Indígena","Evangélica de origem pentecostal"
10,"Paraíba","2000","Indígena","Evangélica de origem pentecostal"
142,"Paraíba","2000","Indígena","Evangélica de origem pentecostal"
24,"Paraíba","2000","Indígena","Evangélica de origem pentecostal"
7,"Paraíba","2000","Indígena","Evangélica de origem pentecostal"
27,"Paraíba","2000","Indígena","Outras cristãs"
27,"Paraíba","2000","Indígena","Evangélica de origem pentecostal"
36,"Paraíba","2000","Indígena","Outras cristãs"
14,"Paraíba","2000","Indígena","Outras cristãs"
36,"Paraíba","2000","Indígena","Outras cristãs"
